"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32710","Add to cart in Saucedemo","Saucedemo - Add to Cart","Fri Feb 28 15:18:28 WIB 2025","broken","Fri Feb 28 15:19:00 WIB 2025","","","",""
